Я буду студентом?;Will I be a student?;студент;student
Ты будешь студентом?;Will you be a student?;студент;student
Мы будем студентами?;Will we be a student?;студент;student
Они будут студентами?;Will they be a student?;студент;student
Он будет студентом?;Will he be a student?;студент;student
Она будет студенткой?;Will she be a student?;студент;student
Я буду студентом;I will be a student;студент;student
Ты будешь студентом;You will be a student;студент;student
Мы будем студентами;We will be a students;студент;student
Они будут студентами;They will be a students;студент;student
Он будет студентом;He will be a student;студент;student
Она будет студенткой;She will be a student;студент;student
Я не буду студентом;I will not be a student;студент;student
Ты не будешь студентом;You will not be a student;студент;student
Мы не будем студентами;We will not be a students;студент;student
Они не будут студентами;They will not be a students;студент;student
Он не будет студентом;He will not be a student;студент;student
Она не будет студенткой;She will not be a student;студент;student
Я студент?;Am I a student?;студент;student
Он студент?;Is he a student?;студент;student
Она студент?;Is she a student?;студент;student
Погода хорошая?;Is the weather good?;студент;student
Ты студент?;Are you a student?;студент;student
Мы студенты?;Are we a students?;студент;student
Они студенты?;Are they a students?;студент;student
Я студент;I am a student;студент;student
Он студент;He is a student;студент;student
Она студентка;She is a student;студент;student
Погода хорошая;The weather is good;студент;student
Ты студент;You are a student;студент;student
Мы студенты;We are a students;студент;student
Они студенты;They are a students;студент;student
Я не студент;I am not a student;студент;student
Он не студент;He is not a student;студент;student
Она не студент;She is not a student;студент;student
Погода не хорошая;The weather is not good;студент;student
Ты не студент;You are not a student;студент;student
Мы не студенты;We are not a students;студент;student
Они не студенты;They are not a students;студент;student
Я был студентом?;Was I a student?;студент;student
Он был студентом?;Was he a student?;студент;student
Она была студенткой?;Was she a student?;студент;student
Погода была хорошая?;Was the weather good?;студент;student
Ты был студентом?;Were you a student?;студент;student
Мы были студентами?;Were we a students?;студент;student
Они были студентами?;Were they a students?;студент;student
Я был студентом;I was a student;студент;student
Он был студентом;He was a student;студент;student
Она была студенткой;She was a student;студент;student
Погода была хорошая;The weather was good;студент;student
Ты был студентом;You were a student;студент;student
Мы были студентами;We were a students;студент;student
Они были студентами;They were a students;студент;student
Я не был студентом;I was not a student;студент;student
Он не был студентом;He was not a student;студент;student
Она не была студенткой;She was not a student;студент;student
Погода не была хорошая;The weather was not good;студент;student
Ты не был студентом;You were not a student;студент;student
Мы не были студентами;We were not a students;студент;student
Они не были студентами;They were not a students;студент;student
Ты будешь инженером?;Will you be an engineer?;инженер;engineer
Автомобиль будет чистый?;Will the car be clean?;автомобиль - car;чистый - clean
Погода будет холодная?;Will the weather be cold?;погода - weather;холодный - cold
Она будет сердиться?;Will she be angry?;сердитый;angry
Упражнение будет легкое?;Will the exercise be easy?;упражнение - exercise;легкий - easy
Ты станешь отцом?;Will you become a dad?;становиться -become;отец - dad
Они будут веселые?;Will they be cheerful?;веселый ;cheerful
Вопрос будет личный?;Will the question be personal?;вопрос - question;личный - personal
Он будет на улице?;Will he be on the street?;улица;street
Год будет успешный?;Will the year be successful?;год - year;успешный - successful
Это будет опасно;It will be dangerous;опасный;dangerous
Девочка будет хорошая;The girl will be good;девочка - girl;хороший - good
Уровень будет высокий;The level will be high;уровень - level;высокий - high
Мы будем поздно;We will be late;поздний;late
Президент будет новый;The president will be new;президент - president;новый - new
Школа будет частная;The school will be private;школа - school;частный - private
Она будет осторожной;She will be careful;осторожный;careful
Фильм будет интересный;The movie will be interesting;фильм - movie;интересный - interesting
Проблема будет серьезной;The problem will be serios;проблема - problem;серьезный - serios
Это будет полезно;It will be useful;полезный;useful
Ты не станешь актрисой;You will not be a actress;актриса;actress
Он не будет папой;He will not be a dad;папа;dad
Результата не будет;There will not be result;результат;result
Дорога не будет чистая;The road will not be clean;дорога - road;чистый - clean
Сотрудники не будут довольны;The staff will not be happy;персонал - staff;довольный - happy
Он не будет слабый;He will not be weak;слабый;weak
Закона не будет;There will not be law;закон;law
Она не будет главная;She will not be the main;главный;main
Это не будет страшно;It will not be scary;страшный;scary
Цена не будет низкой;The price will not be low;цена - price;низкий - law
Игра легкая?;Is the game easy?;игра - game;легкий - easy
Ты сердитый?;Are you angry?;сердитый;angry
Учитель молодой?;Is the teacher young?;учитель - teacher;молодой - young
Женщина сильная?;Is the woman strong?;женщина - woman;сильный - strong
Это плохая работа?;Is this a bad job?;плохой - bad;работа - job
Я высокий(-ая)?;Am I tall?;высокий;tall
Мы способный на это?;Are we capable of this?;способный;capable
Он грустный?;Is he sad?;грустный;sad
Они любопытные?;Are they curious?;любопытный ;curious
Ночь темная?;Is the night dark?;night - ночь;темный - dark
Он умный;He is clever;умный;clever
Я новенький;I am new;новый ;new
Она скучная;She is boring;скучный;boring
Ты успешный;You are successful;успешный;successful
Это подозрительно;This is suspicious;подозрительный;suspicious
Мы богатые;We are rich;богатый;rich
Они бедные;They are poor;бедный;poor
Утро теплое;The mornig is warm;теплый;warm
Минуты важные;The minutes are important;минута - minute;важный - important
Собаки голодные;The dogs are hungry;собака - dog;голодный - hungry
Ребенок не внимательный;The child is not attentive;ребенок - child;внимательный - attentive
Я не глупый;I am not stupid;глупый;stupid
Ты не толстая;You are not fat;толстый;fat
Он не старый;He is not old;старый;old
Она не честная;She is not honest;честный;honest
Они не дружелюбны;They are not friendly;дружелюбный;friendly
Мы не виновны;We are not guilty;виновный;guilty
Идея не интересная;The idea is not interesting;идея - idea;интересный - interesting
Родители замечательные;The parents are wonderful ;родители - parents;замечательный - wonderful
Кошка нездоровая;The cat is not healthy;кошка - cat;здоровый - healthy
Вечеринка была веселая?;Was the party funny?;вечеринка - party;веселый - funny
Автомобили были красивые?;Were the cars beautiful?;автомобиль - car;красивый - beautiful
Это был план?;Was that the plan?;план ;plan
Они были пьяные?;Were they drunk?;пьяный;drunk
Она была несчастна?;Was she unhappy?;несчастный;unhappy
Я был лучшим?;Was I the best?;лучший;the best
Он был красив?;Was he handsome?;красивый;handsome
Ты был в Турции?;Were you in Turkey?;Турция;Turkey
Пляжи были заполнены?;Were the beaches full?;пляж - beach;полный - full
Гостиница была в центре?;Was the hotel in the center?;Гостиница - hotel;центр - center
День был ужасный;The day was terrible;день - day;ужасный - terrible
Закат был чудесным;The sunset was wonderful;закат - sunset;чудесный - wonderful
Дело было простым;The business was simple;дело - business;простой - simple
Улица была длинная;The street was long;улица - street;длинный - long
Картина была впечатляющей;The picture was impressive;картина - picture;впечатляющий - impressive
Она была низкая;She was short;низкий, короткий;short
Ты был грубый;You were rude;грубый;rude
Это было невозможно;It was impossible;невозможный;impossible
Визит был неофициальный;The visit was informal;визит - visit;неофициальный - informal
Цена была огромная;The price was huge;цена - price;огромный - huge
Я не был знаменит;I was not famous;знаменитый;famous
Она не была доброй;She was not kind;добрый;kind
Это было неэффективно;It was not efficient;эффективный;efficient
Это было неочевидно;It was not obvious;очевидный;obvious
Ты был не готов;You were not ready;готовый;ready
Мы не были разумными;We were not reasonable;разумный;reasonable
Рынок был невелик;The market was not large;рынок - market;большой - large
Он не был в Китае;He was not in China;Китай;China
Решение было непопулярным;The decision was not popular;решение - decision;популярный - popular
Еда была неместная;The food was not local;еда - food; местный - local
